"comm","year","month","quantity"
"AMIENS",1840,1,863
"AMIENS",1845,3,1010
"AMIENS",1847,1,1820
"AMIENS",1847,3,1485
"AMIENS",1850,10,1530
"CORBIE",1825,3,97
"CORBIE",1840,1,77
"CORBIE",1845,3,84
"CORBIE",1847,1,64
"CORBIE",1847,3,88
"CORBIE",1850,10,74
"OISEMONT",1835,3,120
"OISEMONT",1840,1,180
"OISEMONT",1845,3,246
"OISEMONT",1847,1,270
"OISEMONT",1847,3,292
"OISEMONT",1850,10,150
"ALBI",1825,3,665
"ALBI",1835,3,1505
"ALBI",1840,1,201
"ALBI",1845,3,679
"ALBI",1847,1,812
"ALBI",1847,3,1407
"REALMONT",1825,3,87
"REALMONT",1830,1,44
"REALMONT",1835,3,340
"REALMONT",1840,1,120
"REALMONT",1845,3,130
"REALMONT",1847,1,90
"REALMONT",1847,3,110
"REALMONT",1850,10,160
"CASTRES",1825,3,110
"CASTRES",1830,1,360
"CASTRES",1835,3,336
"CASTRES",1840,1,471
"CASTRES",1845,3,670
"CASTRES",1847,1,600
"CASTRES",1847,3,977
"CASTRES",1850,10,621
"GAILLAC",1825,3,35
"GAILLAC",1830,1,81
"GAILLAC",1835,3,75
"GAILLAC",1840,1,45
"GAILLAC",1845,3,73
"GAILLAC",1847,1,146
"GAILLAC",1847,3,187
"GAILLAC",1850,10,120
"RABASTENS",1825,3,25
"RABASTENS",1830,1,22
"RABASTENS",1835,3,65
"RABASTENS",1840,1,18
"RABASTENS",1845,3,18
"RABASTENS",1847,3,16
"RABASTENS",1850,10,20
"MONTAUBAN",1825,3,249
"MONTAUBAN",1830,1,24
"MONTAUBAN",1835,3,321
"MONTAUBAN",1840,1,132
"MONTAUBAN",1845,3,289
"MONTAUBAN",1847,1,77
"MONTAUBAN",1847,3,380
"MONTAUBAN",1850,10,123
"CAUSSADE",1825,3,115
"CAUSSADE",1830,1,119
"CAUSSADE",1835,3,68
"CAUSSADE",1840,1,95
"CAUSSADE",1845,3,15
"CAUSSADE",1847,1,36
"CAUSSADE",1847,3,44
"CAUSSADE",1850,10,55
"CAYLUS",1825,3,78
"CAYLUS",1830,1,60
"CAYLUS",1835,3,86
"CAYLUS",1840,1,34
"CAYLUS",1845,3,205
"CAYLUS",1847,1,65
"CAYLUS",1847,3,134
"CAYLUS",1850,10,125
"ST ANTONIN",1825,3,27
"ST ANTONIN",1830,1,25
"ST ANTONIN",1835,3,25
"ST ANTONIN",1840,1,50
"ST ANTONIN",1845,3,70
"ST ANTONIN",1847,1,58
"ST ANTONIN",1847,3,30
"ST ANTONIN",1850,10,110
"BRIGNOLES",1825,3,55
"BRIGNOLES",1830,1,17
"BRIGNOLES",1835,3,55
"BRIGNOLES",1840,1,41
"BRIGNOLES",1845,3,122
"BRIGNOLES",1847,1,45
"BRIGNOLES",1847,3,54
"BRIGNOLES",1850,10,35
"BARJOLS",1825,3,60
"BARJOLS",1830,1,60
"BARJOLS",1835,3,136
"BARJOLS",1840,1,227
"BARJOLS",1845,3,136
"BARJOLS",1847,3,102
"BARJOLS",1850,10,83
"COTIGNAC",1825,3,169
"COTIGNAC",1830,1,94
"COTIGNAC",1835,3,113
"COTIGNAC",1840,1,89
"COTIGNAC",1847,1,51
"COTIGNAC",1847,3,30
"COTIGNAC",1850,10,94
"ST MAXIMIN",1825,3,394
"ST MAXIMIN",1830,1,158
"ST MAXIMIN",1835,3,256
"ST MAXIMIN",1840,1,147
"ST MAXIMIN",1845,3,153
"ST MAXIMIN",1847,1,172
"ST MAXIMIN",1847,3,116
"ST MAXIMIN",1850,10,130
"RIANS",1825,3,40
"RIANS",1830,1,25
"RIANS",1835,3,100
"RIANS",1840,1,10
"RIANS",1845,3,35
"RIANS",1847,1,1
"RIANS",1847,3,29
"RIANS",1850,10,70
"APT",1825,3,212
"APT",1830,1,167
"APT",1835,3,244
"APT",1840,1,265
"APT",1845,3,178
"APT",1847,1,153
"APT",1847,3,110
"APT",1850,10,169
"PERTUIS",1825,3,135
"PERTUIS",1830,1,300
"PERTUIS",1835,3,155
"PERTUIS",1840,1,155
"PERTUIS",1845,3,245
"PERTUIS",1847,1,132
"PERTUIS",1847,3,191
"PERTUIS",1850,10,259
"AVIGNON",1825,3,1042
"AVIGNON",1830,1,1350
"AVIGNON",1835,3,1653
"AVIGNON",1840,1,1195
"AVIGNON",1845,3,792
"AVIGNON",1847,1,1044
"AVIGNON",1847,3,1440
"AVIGNON",1850,10,637
"FONTENAY",1825,3,120
"FONTENAY",1830,1,80
"FONTENAY",1835,3,110
"FONTENAY",1840,1,66
"FONTENAY",1845,3,142
"FONTENAY",1847,1,116
"FONTENAY",1847,3,100
"FONTENAY",1850,10,108
"LUCON",1825,3,30
"LUCON",1830,1,20
"LUCON",1835,3,21
"LUCON",1840,1,41
"LUCON",1845,3,118
"LUCON",1847,1,75
"LUCON",1847,3,162
"LUCON",1850,10,175
"POITIERS",1825,3,169
"POITIERS",1830,1,119
"POITIERS",1835,3,137
"POITIERS",1840,1,71
"POITIERS",1845,3,106
"POITIERS",1847,1,77
"POITIERS",1847,3,139
"POITIERS",1850,10,187
"CHATELLERA",1825,3,30
"CHATELLERA",1830,1,18
"CHATELLERA",1835,3,34
"CHATELLERA",1840,1,2
"CHATELLERA",1845,3,36
"CHATELLERA",1847,1,18
"CHATELLERA",1847,3,22
"CHATELLERA",1850,10,35
"CIVRAY",1825,3,99
"CIVRAY",1830,1,12
"CIVRAY",1835,3,29
"CIVRAY",1840,1,184
"CIVRAY",1845,3,271
"CIVRAY",1847,1,466
"CIVRAY",1847,3,905
"CIVRAY",1850,10,910
"BELLAC",1825,3,200
"LE DORAT",1825,3,400
"LE DORAT",1830,1,45
"LE DORAT",1835,3,24
"LE DORAT",1840,1,29
"LE DORAT",1847,3,45
"LE DORAT",1850,10,22
"BRUYERES",1825,3,136
"BRUYERES",1830,1,116
"BRUYERES",1835,3,188
"BRUYERES",1840,1,335
"BRUYERES",1845,3,200
"BRUYERES",1847,1,210
"BRUYERES",1847,3,233
"BRUYERES",1850,10,240
"CHARMES",1825,3,880
"CHARMES",1830,1,494
"CHARMES",1835,3,430
"CHARMES",1840,1,630
"CHARMES",1845,3,430
"CHARMES",1847,1,167
"CHARMES",1847,3,500
"CHARMES",1850,10,248
"EPINAL",1825,3,1319
"EPINAL",1830,1,765
"EPINAL",1835,3,740
"EPINAL",1840,1,1100
"EPINAL",1845,3,800
"EPINAL",1847,1,394
"EPINAL",1847,3,1080
"EPINAL",1850,10,245
"MIRECOURT",1825,3,500
"MIRECOURT",1830,1,190
"MIRECOURT",1835,3,610
"MIRECOURT",1840,1,1310
"MIRECOURT",1845,3,585
"MIRECOURT",1847,1,414
"MIRECOURT",1847,3,1690
"MIRECOURT",1850,10,500
"NEUFCHATEA",1825,3,367
"NEUFCHATEA",1830,1,606
"NEUFCHATEA",1835,3,170
"NEUFCHATEA",1840,1,900
"NEUFCHATEA",1845,3,447
"NEUFCHATEA",1847,1,170
"NEUFCHATEA",1847,3,355
"NEUFCHATEA",1850,10,386
"AUXERRE",1825,3,580
"AUXERRE",1830,1,317
"AUXERRE",1835,3,660
"AUXERRE",1840,1,757
"AUXERRE",1845,3,426
"AUXERRE",1847,1,745
"AUXERRE",1847,3,354
"AUXERRE",1850,10,710
"ST FLORENT",1840,1,961
"ST FLORENT",1845,3,3673
"ST FLORENT",1847,1,1013
"ST FLORENT",1847,3,1120
"ST FLORENT",1850,10,1848
"TOUEY",1840,1,179
"TOUEY",1845,3,319
"TOUEY",1847,1,113
"TOUEY",1847,3,416
"TOUEY",1850,10,202
"VERMENTON",1840,1,190
"VERMENTON",1845,3,157
"VERMENTON",1847,1,119
"VERMENTON",1847,3,88
"VERMENTON",1850,10,42
"BOURG",1855,1,1961
"BOURG",1855,10,3071
"BOURG",1860,1,2274
"BOURG",1865,1,1808
"BOURG",1870,1,1347
"BOURG",1875,1,1683
"BOURG",1880,3,749
"ST LAURENT",1855,1,1092
"ST LAURENT",1855,10,1479
"ST LAURENT",1860,1,978
"ST LAURENT",1865,1,402
"ST LAURENT",1870,1,858
"ST LAURENT",1875,1,2331
"ST LAURENT",1880,3,645
"PT DE VAUX",1855,1,786
"PT DE VAUX",1855,10,1425
"PT DE VAUX",1860,1,888
"PT DE VAUX",1865,1,540
"PT DE VAUX",1870,1,396
"PT DE VAUX",1875,1,1211
"PT DE VAUX",1880,3,258
"GEX",1855,1,32
"GEX",1855,10,37
"GEX",1860,1,29
"GEX",1865,1,30
"GEX",1870,1,22
"GEX",1875,1,22
"GEX",1880,3,20
"COLLONGES",1855,1,19
"COLLONGES",1855,10,43
"COLLONGES",1860,1,36
"ST QUENTIN",1855,1,589
"ST QUENTIN",1855,10,420
"ST QUENTIN",1860,1,148
"ST QUENTIN",1865,1,799
"ST QUENTIN",1870,1,530
"ST QUENTIN",1875,1,879
"ST QUENTIN",1880,3,550
"ST QUENTIN",1885,1,377
"VERVINS",1855,1,294
"VERVINS",1855,10,80
"VERVINS",1860,1,310
"VERVINS",1865,1,824
"VERVINS",1870,1,353
"LA CAPELLE",1855,1,149
"LA CAPELLE",1855,10,127
"LA CAPELLE",1860,1,110
"LA CAPELLE",1865,1,700
"LA CAPELLE",1870,1,799
"LA CAPELLE",1875,1,522
"LA CAPELLE",1880,3,808
"LA FERE",1855,1,1835
"LA FERE",1855,10,1747
"LA FERE",1860,1,1418
"LA FERE",1865,1,1783
"LA FERE",1870,1,331
"LA FERE",1875,1,65
"CHAUNY",1855,1,45
"CHAUNY",1855,10,48
"CHAUNY",1860,1,53
"CHAUNY",1865,1,40
"CHAUNY",1875,1,61
"CHAUNY",1880,3,81
"CHAUNY",1885,1,30
"SOISSONS",1855,1,2395
"SOISSONS",1855,10,1584
"SOISSONS",1860,1,1819
"SOISSONS",1865,1,1722
"SOISSONS",1870,1,2245
"SOISSONS",1875,1,4082
"SOISSONS",1880,3,2054
"SOISSONS",1885,1,3031
"MONTLUCON",1855,1,1106
"MONTLUCON",1855,10,790
"MONTLUCON",1860,1,510
"MONTLUCON",1865,1,779
"MONTLUCON",1870,1,595
"MONTLUCON",1875,1,575
"MONTLUCON",1880,3,253
"MONTLUCON",1885,1,207
"MTMARAULT",1855,1,305
"MTMARAULT",1855,10,380
"MTMARAULT",1860,1,135
"MTMARAULT",1865,1,172
"MTMARAULT",1870,1,120
"MTMARAULT",1875,1,332
"MTMARAULT",1880,3,341
"MTMARAULT",1885,1,116
"GANNAT",1855,1,1230
"GANNAT",1855,10,1000
"GANNAT",1860,1,1207
"GANNAT",1865,1,1681
"GANNAT",1870,1,4000
"GANNAT",1875,1,1705
"GANNAT",1880,3,650
"GANNAT",1885,1,578
"STPOURCAIN",1855,1,1660
"STPOURCAIN",1855,10,760
"STPOURCAIN",1860,1,1322
"STPOURCAIN",1865,1,1544
"STPOURCAIN",1870,1,1167
"STPOURCAIN",1875,1,2234
"STPOURCAIN",1880,3,1028
"STPOURCAIN",1885,1,987
"EBREUIL",1855,1,585
"EBREUIL",1855,10,580
"EBREUIL",1860,1,275
"EBREUIL",1865,1,200
"EBREUIL",1870,1,160
"EBREUIL",1875,1,150
"EBREUIL",1880,3,80
"EBREUIL",1885,1,160
"CASTELLANE",1855,1,29
"CASTELLANE",1855,10,12
"CASTELLANE",1860,1,29
"CASTELLANE",1865,1,45
"CASTELLANE",1870,1,10
"ENTREVAUX",1855,1,14
"ENTREVAUX",1855,10,6
"ENTREVAUX",1860,1,4
"ENTREVAUX",1865,1,12
"ENTREVAUX",1870,1,12
"DIGNE",1855,1,84
"DIGNE",1855,10,57
"DIGNE",1860,1,77
"DIGNE",1865,1,80
"DIGNE",1885,1,52
"RIEZ",1855,1,40
"RIEZ",1855,10,64
"RIEZ",1860,1,131
"RIEZ",1865,1,144
"RIEZ",1870,1,90
"RIEZ",1880,3,106
"SEYNE",1855,1,29
"SEYNE",1855,10,12
"SEYNE",1860,1,2
"FORCALQUIE",1855,1,50
"FORCALQUIE",1855,10,45
"FORCALQUIE",1860,1,144
"FORCALQUIE",1865,1,110
"FORCALQUIE",1870,1,12
"FORCALQUIE",1875,1,828
"FORCALQUIE",1880,3,1920
"FORCALQUIE",1885,1,325
"GAP",1855,1,22
"GAP",1880,3,67
"ST BONNET",1855,1,244
"ST BONNET",1855,10,180
"ST BONNET",1860,1,20
"ST BONNET",1865,1,33
"ST BONNET",1870,1,37
"ST BONNET",1875,1,4
"ST BONNET",1880,3,14
"ST BONNET",1885,1,8
"SERRES",1855,1,31
"SERRES",1855,10,18
"SERRES",1860,1,40
"SERRES",1865,1,60
"VEYNES",1855,1,14
"VEYNES",1860,1,16
"VEYNES",1880,3,10
"EMBRUN",1855,1,13
"EMBRUN",1855,10,30
"EMBRUN",1860,1,1
"EMBRUN",1875,1,5
"EMBRUN",1880,3,15
"JOYEUSE",1855,1,190
"JOYEUSE",1855,10,180
"JOYEUSE",1860,1,60
"JOYEUSE",1865,1,54
"JOYEUSE",1870,1,55
"JOYEUSE",1875,1,50
"JOYEUSE",1880,3,18
"JOYEUSE",1885,1,35
"LARGENTIER",1855,1,14
"LARGENTIER",1855,10,15
"LARGENTIER",1860,1,15
"LARGENTIER",1865,1,10
"LARGENTIER",1870,1,91
"LARGENTIER",1875,1,98
"LARGENTIER",1880,3,78
"LARGENTIER",1885,1,20
"VANS",1855,1,80
"VANS",1855,10,80
"VANS",1860,1,50
"VANS",1865,1,21
"VANS",1870,1,67
"VANS",1875,1,30
"VANS",1880,3,920
"VANS",1885,1,130
"AUBENAS",1855,1,25
"AUBENAS",1855,10,50
"AUBENAS",1860,1,144
"AUBENAS",1865,1,150
"AUBENAS",1870,1,120
"AUBENAS",1875,1,100
"AUBENAS",1880,3,150
"AUBENAS",1885,1,90
"BOURG ST",1855,1,40
"BOURG ST",1855,10,50
"BOURG ST",1860,1,45
"BOURG ST",1865,1,25
"BOURG ST",1870,1,150
"BOURG ST",1875,1,38
"BOURG ST",1880,3,24
"BOURG ST",1885,1,39
"PRIVAS",1855,1,65
"PRIVAS",1855,10,79
"PRIVAS",1860,1,100
"PRIVAS",1865,1,250
"PRIVAS",1870,1,240
"PRIVAS",1875,1,60
"PRIVAS",1880,3,210
"PRIVAS",1885,1,120
"MAUBERT-FT",1855,1,895
"MAUBERT-FT",1855,10,331
"MAUBERT-FT",1860,1,333
"MAUBERT-FT",1865,1,564
"MAUBERT-FT",1870,1,745
"CHARLEVILL",1855,1,190
"CHARLEVILL",1855,10,210
"CHARLEVILL",1860,1,626
"CHARLEVILL",1865,1,279
"CHARLEVILL",1870,1,444
"CHARLEVILL",1875,1,650
"CHARLEVILL",1880,3,330
"CHARLEVILL",1885,1,62
"RETHEL",1855,1,56
"RETHEL",1855,10,308
"WASIGNY",1855,1,108
"WASIGNY",1855,10,97
"ATTIGNY",1855,1,265
"ATTIGNY",1855,10,548
"ATTIGNY",1860,1,107
"ATTIGNY",1865,1,150
"ATTIGNY",1870,1,3
"VOUZIERS",1855,1,1400
"VOUZIERS",1855,10,4500
"VOUZIERS",1860,1,860
"VOUZIERS",1865,1,300
"VOUZIERS",1870,1,100
"FOIX",1855,1,104
"FOIX",1855,10,116
"FOIX",1860,1,29
"FOIX",1865,1,26
"FOIX",1880,3,54
"FOIX",1885,1,53
"LABASTIDE",1855,1,15
"LABASTIDE",1855,10,46
"LABASTIDE",1860,1,22
"LABASTIDE",1865,1,20
"LAVELANET",1855,1,50
"LAVELANET",1855,10,80
"LAVELANET",1860,1,40
"LAVELANET",1865,1,20
"LAVELANET",1870,1,40
"TARASCON",1855,1,106
"TARASCON",1855,10,90
"TARASCON",1860,1,85
"TARASCON",1865,1,80
"TARASCON",1870,1,26
"BELESTA",1855,1,29
"BELESTA",1855,10,33
"BELESTA",1860,1,20
"BELESTA",1865,1,31
"ARCIS",1855,1,420
"ARCIS",1855,10,356
"ARCIS",1860,1,108
"ARCIS",1865,1,61
"ARCIS",1870,1,22
"NOGENT",1855,1,667
"NOGENT",1855,10,704
"NOGENT",1860,1,183
"NOGENT",1865,1,127
"NOGENT",1870,1,199
"NOGENT",1875,1,67
"NOGENT",1880,3,8
"VILLEMAUX",1855,1,36
"VILLEMAUX",1855,10,24
"VILLEMAUX",1860,1,14
"VILLEMAUX",1865,1,38
"TROYES",1855,1,2442
"TROYES",1855,10,2672
"TROYES",1860,1,1656
"TROYES",1865,1,775
"TROYES",1870,1,312
"TROYES",1875,1,43
"ERVY",1855,1,472
"ERVY",1855,10,292
"ERVY",1860,1,314
"ERVY",1865,1,206
"ERVY",1870,1,17
"BAR/AUBE",1855,1,2108
"BAR/AUBE",1855,10,1720
"BAR/AUBE",1860,1,1158
"BAR/AUBE",1865,1,211
"BAR/AUBE",1870,1,73
"BAR/AUBE",1875,1,22
"CARCASSONN",1855,1,370
"CARCASSONN",1855,10,567
"CARCASSONN",1860,1,500
"CARCASSONN",1865,1,230
"CARCASSONN",1870,1,227
"CARCASSONN",1875,1,297
"CARCASSONN",1880,3,171
"CARCASSONN",1885,1,152
"CASTELNAUD",1855,1,40
"CASTELNAUD",1855,10,414
"CASTELNAUD",1860,1,278
"CASTELNAUD",1865,1,122
"CASTELNAUD",1870,1,726
"CASTELNAUD",1880,3,1625
"LIMOUX",1855,1,96
"LIMOUX",1855,10,168
"LIMOUX",1860,1,186
"LIMOUX",1865,1,90
"LIMOUX",1870,1,126
"LIMOUX",1875,1,162
"LIMOUX",1880,3,66
"CHALABRE",1855,1,40
"CHALABRE",1855,10,110
"CHALABRE",1860,1,30
"CHALABRE",1865,1,20
"CHALABRE",1870,1,50
"CHALABRE",1880,3,25
"CHALABRE",1885,1,22
"QUILLAN",1855,1,82
"QUILLAN",1855,10,46
"QUILLAN",1860,1,27
"QUILLAN",1865,1,45
"QUILLAN",1870,1,90
"QUILLAN",1875,1,50
"QUILLAN",1880,3,30
"QUILLAN",1885,1,1
"ESPALION",1855,1,53
"ESPALION",1855,10,200
"ESPALION",1860,1,30
"ESPALION",1865,1,11
"ESPALION",1870,1,20
"ESPALION",1875,1,9
"ESPALION",1880,3,21
"ESPALION",1885,1,45
"ENTRAYGUES",1855,1,16
"ENTRAYGUES",1855,10,10
"ENTRAYGUES",1860,1,14
"ENTRAYGUES",1865,1,14
"ENTRAYGUES",1870,1,18
"ST GENIEZ",1855,1,146
"ST GENIEZ",1855,10,120
"ST GENIEZ",1860,1,116
"ST GENIEZ",1865,1,61
"ST GENIEZ",1870,1,37
"ST GENIEZ",1875,1,11
"ST GENIEZ",1880,3,40
"ST GENIEZ",1885,1,22
"MILLAU",1855,1,50
"MILLAU",1855,10,120
"MILLAU",1860,1,112
"MILLAU",1865,1,112
"MILLAU",1870,1,80
"MILLAU",1875,1,45
"MILLAU",1880,3,13
"MILLAU",1885,1,94
"AIX",1855,1,251
"AIX",1855,10,5006
"AIX",1860,1,2895
"AIX",1865,1,1921
"AIX",1870,1,2567
"AIX",1875,1,2669
"AIX",1880,3,2608
"AIX",1885,1,1752
"SALON",1855,1,4
"SALON",1855,10,8
"SALON",1870,1,2
"BALLEROY",1855,1,161
"BALLEROY",1855,10,100
"BALLEROY",1860,1,334
"BALLEROY",1865,1,166
"BALLEROY",1870,1,192
"BALLEROY",1875,1,122
"BALLEROY",1880,3,28
"BALLEROY",1885,1,8
"BAYEUX",1855,1,1314
"BAYEUX",1855,10,822
"BAYEUX",1860,1,1124
"BAYEUX",1865,1,986
"BAYEUX",1870,1,1186
"BAYEUX",1875,1,1530
"BAYEUX",1880,3,876
"BAYEUX",1885,1,840
"CAUMONT",1855,1,458
"CAUMONT",1855,10,222
"CAUMONT",1860,1,812
"CAUMONT",1865,1,356
"CAUMONT",1870,1,520
"CAUMONT",1875,1,258
"CAUMONT",1880,3,116
"CAUMONT",1885,1,152
"ISIGNY",1855,1,60
"ISIGNY",1855,10,50
"ISIGNY",1860,1,38
"ISIGNY",1865,1,46
"ISIGNY",1870,1,30
"ISIGNY",1875,1,8
"TREVIERES",1855,1,194
"TREVIERES",1855,10,152
"TREVIERES",1860,1,162
"TREVIERES",1865,1,270
"TREVIERES",1870,1,210
"TREVIERES",1875,1,208
"TREVIERES",1880,3,100
"TREVIERES",1885,1,100
"ARGENCES",1855,1,1756
"ARGENCES",1855,10,882
"ARGENCES",1860,1,1436
"ARGENCES",1865,1,1590
"ARGENCES",1870,1,2000
"ARGENCES",1875,1,1714
"ARGENCES",1880,3,714
"ARGENCES",1885,1,810
"BRETTEVILL",1855,1,434
"BRETTEVILL",1855,10,354
"BRETTEVILL",1860,1,460
"BRETTEVILL",1865,1,376
"BRETTEVILL",1870,1,320
"BRETTEVILL",1875,1,678
"BRETTEVILL",1880,3,324
"BRETTEVILL",1885,1,324
"AURILLAC",1855,1,79
"AURILLAC",1855,10,69
"AURILLAC",1865,1,7
"AURILLAC",1870,1,20
"AURILLAC",1875,1,7
"AURILLAC",1880,3,4
"MAURIAC",1855,1,6
"MAURIAC",1855,10,24
"MAURIAC",1860,1,11
"MAURIAC",1865,1,6
"MAURIAC",1870,1,5
"MAURIAC",1875,1,13
"MAURIAC",1880,3,10
"MAURIAC",1885,1,10
"MURAT",1855,1,4
"MURAT",1855,10,8
"MURAT",1860,1,4
"MURAT",1865,1,5
"MURAT",1870,1,10
"MURAT",1875,1,7
"MURAT",1880,3,5
"MURAT",1885,1,1
"ANGOULEME",1855,1,934
"ANGOULEME",1855,10,1279
"ANGOULEME",1860,1,87
"ANGOULEME",1870,1,172
"ANGOULEME",1875,1,75
"ANGOULEME",1880,3,122
"ANGOULEME",1885,1,65
"LA ROCHEFD",1855,1,1600
"LA ROCHEFD",1855,10,2100
"LA ROCHEFD",1860,1,1900
"LA ROCHEFD",1865,1,160
"LA ROCHEFD",1870,1,1200
"LA ROCHEFD",1875,1,280
"LA ROCHEFD",1880,3,92
"ROUILLAC",1855,1,28
"ROUILLAC",1860,1,40
"ROUILLAC",1865,1,14
"ROUILLAC",1870,1,20
"COGNAC",1855,1,100
"COGNAC",1855,10,54
"COGNAC",1860,1,130
"COGNAC",1865,1,35
"COGNAC",1870,1,41
"COGNAC",1875,1,58
"COGNAC",1880,3,30
"COGNAC",1885,1,20
"CHABANAIS",1855,1,53
"CHABANAIS",1855,10,106
"CHABANAIS",1860,1,26
"CHABANAIS",1865,1,30
"CHABANAIS",1870,1,28
"CHABANAIS",1875,1,10
"CHABANAIS",1880,3,70
"CHABANAIS",1885,1,45
"MARANS",1855,1,1400
"MARANS",1855,10,1400
"MARANS",1860,1,2967
"MARANS",1865,1,6181
"MARANS",1870,1,1646
"MARANS",1875,1,6069
"MARANS",1880,3,1986
"MARANS",1885,1,3261
"STJEAN D'A",1855,1,65
"STJEAN D'A",1855,10,102
"STJEAN D'A",1860,1,144
"STJEAN D'A",1865,1,124
"STJEAN D'A",1870,1,133
"STJEAN D'A",1875,1,85
"STJEAN D'A",1880,3,242
"STJEAN D'A",1885,1,36
"JONZAC",1855,1,20
"JONZAC",1855,10,45
"JONZAC",1860,1,1
"JONZAC",1865,1,14
"JONZAC",1870,1,7
"JONZAC",1875,1,18
"MIRAMBEAU",1855,1,40
"MIRAMBEAU",1855,10,80
"MIRAMBEAU",1860,1,150
"MIRAMBEAU",1865,1,50
"MIRAMBEAU",1870,1,9
"MIRAMBEAU",1875,1,4
"MIRAMBEAU",1880,3,15
"MONTENDRE",1855,1,87
"MONTENDRE",1855,10,70
"MONTENDRE",1865,1,54
"MONTENDRE",1870,1,38
"MONTENDRE",1875,1,35
"MONTENDRE",1880,3,20
"MONTENDRE",1885,1,100
"SANCERRE",1855,1,850
"SANCERRE",1855,10,707
"SANCERRE",1860,1,519
"SANCERRE",1865,1,444
"SANCERRE",1870,1,1064
"SANCERRE",1875,1,439
"SANCERRE",1880,3,192
"SANCERRE",1885,1,273
"AUBIGNY",1855,1,753
"AUBIGNY",1855,10,535
"AUBIGNY",1860,1,495
"AUBIGNY",1865,1,400
"AUBIGNY",1870,1,510
"AUBIGNY",1875,1,435
"AUBIGNY",1880,3,204
"AUBIGNY",1885,1,171
"BOURGES",1855,1,4472
"BOURGES",1855,10,2933
"BOURGES",1860,1,3637
"BOURGES",1865,1,2766
"BOURGES",1870,1,4287
"BOURGES",1875,1,2723
"BOURGES",1880,3,491
"BOURGES",1885,1,629
"VIERZON",1855,1,857
"VIERZON",1855,10,890
"VIERZON",1860,1,1188
"VIERZON",1865,1,845
"VIERZON",1870,1,1362
"VIERZON",1875,1,1300
"VIERZON",1880,3,302
"VIERZON",1885,1,828
"ST AMAND",1855,1,706
"ST AMAND",1855,10,564
"ST AMAND",1860,1,792
"ST AMAND",1865,1,380
"ST AMAND",1870,1,594
"ST AMAND",1875,1,422
"ST AMAND",1880,3,331
"ST AMAND",1885,1,245
"TULLE",1855,1,153
"TULLE",1855,10,171
"TULLE",1860,1,110
"TULLE",1875,1,101
"TULLE",1880,3,45
"TULLE",1885,1,47
"ARGENTAT",1855,1,79
"ARGENTAT",1855,10,46
"ARGENTAT",1860,1,50
"ARGENTAT",1865,1,77
"ARGENTAT",1880,3,3
